bk_Code;ID;PARENT_ID;VERSION;VALUE;LANGUAGE;CODE_VALUE;IUPAC_NAME;TEXT_KEY
AF6AED43-821F-4A47-B4FE-799A27038B97-en;AF6AED43-821F-4A47-B4FE-799A27038B97;NULL;0;;en;9137;NULL;Obligation
AF6AED43-821F-4A47-B4FE-799A27038B97-fr;AF6AED43-821F-4A47-B4FE-799A27038B97;NULL;0;Attention: risque de résistance! Utiliser produit en alternance avec des produits des autres groupes de substances actives.;fr;9137;NULL;Obligation
AF6AED43-821F-4A47-B4FE-799A27038B97-it;AF6AED43-821F-4A47-B4FE-799A27038B97;NULL;0;Attenzione: rischio di resistenza! Impiegare prodotto in alternanza con prodotti di altri gruppi di principi attivi.;it;9137;NULL;Obligation
AF6AED43-821F-4A47-B4FE-799A27038B97-de;AF6AED43-821F-4A47-B4FE-799A27038B97;NULL;0;Vorsicht: Resistenzgefahr! Produkt im Wechsel mit Produkten anderer Wirkstoffgruppen einsetzen.;de;9137;NULL;Obligation
AF6E02B7-6893-4E26-B762-1D0EAB1E2582-en;AF6E02B7-6893-4E26-B762-1D0EAB1E2582;NULL;0;;en;NULL;NULL;ApplicationComment
AF6E02B7-6893-4E26-B762-1D0EAB1E2582-fr;AF6E02B7-6893-4E26-B762-1D0EAB1E2582;NULL;0;stade 19-75 (BBCH).;fr;NULL;NULL;ApplicationComment
AF6E02B7-6893-4E26-B762-1D0EAB1E2582-it;AF6E02B7-6893-4E26-B762-1D0EAB1E2582;NULL;0;Stadi 19-75 (BBCH).;it;NULL;NULL;ApplicationComment
AF6E02B7-6893-4E26-B762-1D0EAB1E2582-de;AF6E02B7-6893-4E26-B762-1D0EAB1E2582;NULL;0;Stadium 19-75 (BBCH).;de;NULL;NULL;ApplicationComment
AF74EFAF-E996-408D-8FDC-5C0674E80410-en;AF74EFAF-E996-408D-8FDC-5C0674E80410;NULL;0;;en;8181;NULL;Obligation
AF74EFAF-E996-408D-8FDC-5C0674E80410-it;AF74EFAF-E996-408D-8FDC-5C0674E80410;NULL;0;Bagnare le piante a pioggia da tutti i lati. Se necessario ripetere il trattamento.;it;8181;NULL;Obligation
AF74EFAF-E996-408D-8FDC-5C0674E80410-fr;AF74EFAF-E996-408D-8FDC-5C0674E80410;NULL;0;Bien mouiller les plantes de tous les côtés. Si nécessaire, répéter le traitement.;fr;8181;NULL;Obligation
AF74EFAF-E996-408D-8FDC-5C0674E80410-de;AF74EFAF-E996-408D-8FDC-5C0674E80410;NULL;0;Pflanzen allseitig gut benetzen. Behandlung nach Bedarf wiederholen.;de;8181;NULL;Obligation
AFA1A857-2516-413F-97CA-48274002FCA5-en;AFA1A857-2516-413F-97CA-48274002FCA5;NULL;0;;en;14910;NULL;Obligation
AFA1A857-2516-413F-97CA-48274002FCA5-fr;AFA1A857-2516-413F-97CA-48274002FCA5;NULL;0;"3 traitements au moins; intervalles de 7 à 14 jours. ";fr;14910;NULL;Obligation
AFA1A857-2516-413F-97CA-48274002FCA5-it;AFA1A857-2516-413F-97CA-48274002FCA5;NULL;0;"Almeno 3 trattamenti; a intervalli di 7 - 14 giorni.";it;14910;NULL;Obligation
AFA1A857-2516-413F-97CA-48274002FCA5-de;AFA1A857-2516-413F-97CA-48274002FCA5;NULL;0;Mindestens 3 Behandlungen, Intervall: 7 bis 14 Tage.;de;14910;NULL;Obligation
AFB20F74-A0F7-49DC-B4FB-EC76157D23D0-en;AFB20F74-A0F7-49DC-B4FB-EC76157D23D0;NULL;0;;en;NULL;NULL;ApplicationComment
AFB20F74-A0F7-49DC-B4FB-EC76157D23D0-de;AFB20F74-A0F7-49DC-B4FB-EC76157D23D0;NULL;0;Behandlung der Ähren;de;NULL;NULL;ApplicationComment
AFB20F74-A0F7-49DC-B4FB-EC76157D23D0-fr;AFB20F74-A0F7-49DC-B4FB-EC76157D23D0;NULL;0;Traitement sur épi;fr;NULL;NULL;ApplicationComment
AFB20F74-A0F7-49DC-B4FB-EC76157D23D0-it;AFB20F74-A0F7-49DC-B4FB-EC76157D23D0;NULL;0;Trattamento della spiga;it;NULL;NULL;ApplicationComment
AFBD0FAB-900F-4189-9DE3-AA396D77BC17-en;AFBD0FAB-900F-4189-9DE3-AA396D77BC17;NULL;1;NULL;en;NULL;NULL;IngredientAdditionalText
AFBD0FAB-900F-4189-9DE3-AA396D77BC17-fr;AFBD0FAB-900F-4189-9DE3-AA396D77BC17;NULL;1;correspond à 34,7 % de MCPB (400 g/L);fr;NULL;NULL;IngredientAdditionalText
AFBD0FAB-900F-4189-9DE3-AA396D77BC17-de;AFBD0FAB-900F-4189-9DE3-AA396D77BC17;NULL;1;entspricht 34.7 % MCPB (400 g/L);de;NULL;NULL;IngredientAdditionalText
AFBD0FAB-900F-4189-9DE3-AA396D77BC17-it;AFBD0FAB-900F-4189-9DE3-AA396D77BC17;NULL;1;pari al 34,7 % di MCPB (400 g/L);it;NULL;NULL;IngredientAdditionalText
AFECC401-E6F6-4AAD-82BD-F32E4B9B91EB-en;AFECC401-E6F6-4AAD-82BD-F32E4B9B91EB;NULL;0;;en;NULL;NULL;ApplicationComment
AFECC401-E6F6-4AAD-82BD-F32E4B9B91EB-it;AFECC401-E6F6-4AAD-82BD-F32E4B9B91EB;NULL;0;ad inizio forzatura.;it;NULL;NULL;ApplicationComment
AFECC401-E6F6-4AAD-82BD-F32E4B9B91EB-fr;AFECC401-E6F6-4AAD-82BD-F32E4B9B91EB;NULL;0;au début de la culture forcée.;fr;NULL;NULL;ApplicationComment
AFECC401-E6F6-4AAD-82BD-F32E4B9B91EB-de;AFECC401-E6F6-4AAD-82BD-F32E4B9B91EB;NULL;0;Zu Beginn der Treiberei.;de;NULL;NULL;ApplicationComment
AFF941F2-5EFC-4EC9-9CD5-1C3951A48EF0-en;AFF941F2-5EFC-4EC9-9CD5-1C3951A48EF0;NULL;0;;en;12855;NULL;Obligation
AFF941F2-5EFC-4EC9-9CD5-1C3951A48EF0-de;AFF941F2-5EFC-4EC9-9CD5-1C3951A48EF0;NULL;0;Behandlungen nur während dem Flug (gemäss kritischer Fangzahl) im Abstand von mindestens 7 Tagen.;de;12855;NULL;Obligation
AFF941F2-5EFC-4EC9-9CD5-1C3951A48EF0-fr;AFF941F2-5EFC-4EC9-9CD5-1C3951A48EF0;NULL;0;Traitements pendant le vol uniquement (selon le seuil critique de capture) avec un intervalle de 7 jours au minimum.;fr;12855;NULL;Obligation
AFF941F2-5EFC-4EC9-9CD5-1C3951A48EF0-it;AFF941F2-5EFC-4EC9-9CD5-1C3951A48EF0;NULL;0;Trattamenti solo durante il volo (secondo numero critico delle catture) a intervalli di almeno 7 giorni. ;it;12855;NULL;Obligation
B026A32E-F6EA-42F3-8A7C-F09C9A82982D-en;B026A32E-F6EA-42F3-8A7C-F09C9A82982D;NULL;0;;en;15889;NULL;Obligation
B026A32E-F6EA-42F3-8A7C-F09C9A82982D-de;B026A32E-F6EA-42F3-8A7C-F09C9A82982D;NULL;0;Befüllen des Nebelgeräts: Schutzhandschuhe + Schutzanzug + Kopfbedeckung + Schutzbrille + Atemschutzmaske (A2P2) tragen.  ;de;15889;NULL;Obligation
B026A32E-F6EA-42F3-8A7C-F09C9A82982D-fr;B026A32E-F6EA-42F3-8A7C-F09C9A82982D;NULL;0;Pour remplir le nébuliseur, porter des gants et une tenue de protection, mettre un couvre-chef, des lunettes de protection et un masque de protection respiratoire (A2P2).;fr;15889;NULL;Obligation
B026A32E-F6EA-42F3-8A7C-F09C9A82982D-it;B026A32E-F6EA-42F3-8A7C-F09C9A82982D;NULL;0;Riempimento del nebulizzatore: indossare guanti di protezione + indumenti protettivi + copricapo + occhiali di protezione + maschera di protezione (A2P2).;it;15889;NULL;Obligation
B02E0EFA-B8AF-425A-A779-6A4DFE8D4172-en;B02E0EFA-B8AF-425A-A779-6A4DFE8D4172;4DD550C5-15BB-4D52-98BD-6770972575F0;0;NULL;en;NULL;NULL;Culture
B02E0EFA-B8AF-425A-A779-6A4DFE8D4172-de;B02E0EFA-B8AF-425A-A779-6A4DFE8D4172;4DD550C5-15BB-4D52-98BD-6770972575F0;0;Kopfsalat;de;NULL;NULL;Culture
B02E0EFA-B8AF-425A-A779-6A4DFE8D4172-fr;B02E0EFA-B8AF-425A-A779-6A4DFE8D4172;4DD550C5-15BB-4D52-98BD-6770972575F0;0;laitue pommée;fr;NULL;NULL;Culture
B02E0EFA-B8AF-425A-A779-6A4DFE8D4172-it;B02E0EFA-B8AF-425A-A779-6A4DFE8D4172;4DD550C5-15BB-4D52-98BD-6770972575F0;0;Lattuga cappuccio;it;NULL;NULL;Culture
B03732DD-568A-4042-9E0A-BBF5A513FA2F-en;B03732DD-568A-4042-9E0A-BBF5A513FA2F;NULL;0;;en;15869;NULL;Obligation
B03732DD-568A-4042-9E0A-BBF5A513FA2F-it;B03732DD-568A-4042-9E0A-BBF5A513FA2F;NULL;0;Distribuito in 6-8 rilasci a intervalli di 14 giorni.;it;15869;NULL;Obligation
B03732DD-568A-4042-9E0A-BBF5A513FA2F-fr;B03732DD-568A-4042-9E0A-BBF5A513FA2F;NULL;0;Répartis en 6-8 lâchers à 14 jours d'intervalle.;fr;15869;NULL;Obligation
B03732DD-568A-4042-9E0A-BBF5A513FA2F-de;B03732DD-568A-4042-9E0A-BBF5A513FA2F;NULL;0;Verteilt auf 6-8 Freilassungen im Abstand von 14 Tagen.;de;15869;NULL;Obligation
B05127D4-FF0A-4F36-AFDD-0D487043122A-en;B05127D4-FF0A-4F36-AFDD-0D487043122A;E59545AD-3331-4E3D-B58D-9F67833C060B;0;NULL;en;NULL;NULL;Culture
B05127D4-FF0A-4F36-AFDD-0D487043122A-fr;B05127D4-FF0A-4F36-AFDD-0D487043122A;E59545AD-3331-4E3D-B58D-9F67833C060B;0;composées (Asteracea);fr;NULL;NULL;Culture
B05127D4-FF0A-4F36-AFDD-0D487043122A-it;B05127D4-FF0A-4F36-AFDD-0D487043122A;E59545AD-3331-4E3D-B58D-9F67833C060B;0;Composite (Asteracee);it;NULL;NULL;Culture
B05127D4-FF0A-4F36-AFDD-0D487043122A-de;B05127D4-FF0A-4F36-AFDD-0D487043122A;E59545AD-3331-4E3D-B58D-9F67833C060B;0;Korbblütler (Asteraceae);de;NULL;NULL;Culture
620E826B-8395-4575-A9E0-3F4ABF1E9D9E-it;620E826B-8395-4575-A9E0-3F4ABF1E9D9E;NULL;0;Specie di romice;it;NULL;NULL;Pest
9FB6EE06-B0B2-481E-BE8F-1BD5BC1A98C5-de;9FB6EE06-B0B2-481E-BE8F-1BD5BC1A98C5;NULL;NULL;Gibraltar;de;GGGG;NULL;City
9FB6EE06-B0B2-481E-BE8F-1BD5BC1A98C5-en;9FB6EE06-B0B2-481E-BE8F-1BD5BC1A98C5;NULL;NULL;Gibraltar;en;GGGG;NULL;City
9FB6EE06-B0B2-481E-BE8F-1BD5BC1A98C5-fr;9FB6EE06-B0B2-481E-BE8F-1BD5BC1A98C5;NULL;NULL;Gibraltar;fr;GGGG;NULL;City
9FB6EE06-B0B2-481E-BE8F-1BD5BC1A98C5-it;9FB6EE06-B0B2-481E-BE8F-1BD5BC1A98C5;NULL;NULL;Gibraltar;it;GGGG;NULL;City
9FC6EB78-5D4B-4B03-9E18-ED9A9857470E-en;9FC6EB78-5D4B-4B03-9E18-ED9A9857470E;NULL;0;;en;9789;NULL;Obligation
9FC6EB78-5D4B-4B03-9E18-ED9A9857470E-fr;9FC6EB78-5D4B-4B03-9E18-ED9A9857470E;NULL;0;Attention: Lors de l'élaboration de la bouillie de pulvérisation, veiller à limiter la formation de mousse et réduire si nécessaire l'intensité du brassage en conséquence.;fr;9789;NULL;Obligation
9FC6EB78-5D4B-4B03-9E18-ED9A9857470E-it;9FC6EB78-5D4B-4B03-9E18-ED9A9857470E;NULL;0;Attenzione! Nella preparazione della poltiglia evitare l'eccessiva formazione di schiuma, eventualmente riducendo l'intensità di miscelazione.;it;9789;NULL;Obligation
9FC6EB78-5D4B-4B03-9E18-ED9A9857470E-de;9FC6EB78-5D4B-4B03-9E18-ED9A9857470E;NULL;0;Vorsicht! Bei der Herstellung der Spritzbrühe muss darauf geachtet werden, dass nicht zu viel Schaum gebildet wird, gegebenenfalls muss die Rührintensität entsprechend reduziert werden.;de;9789;NULL;Obligation
9FD79D02-AF21-408B-9CCE-A27279D14B88-en;9FD79D02-AF21-408B-9CCE-A27279D14B88;NULL;0;;en;9069;NULL;Obligation
9FD79D02-AF21-408B-9CCE-A27279D14B88-fr;9FD79D02-AF21-408B-9CCE-A27279D14B88;NULL;0;4 traitements au maximum par parcelle et par année.;fr;9069;NULL;Obligation
9FD79D02-AF21-408B-9CCE-A27279D14B88-it;9FD79D02-AF21-408B-9CCE-A27279D14B88;NULL;0;Al  massimo 4 trattamenti per anno e particella.;it;9069;NULL;Obligation
9FD79D02-AF21-408B-9CCE-A27279D14B88-de;9FD79D02-AF21-408B-9CCE-A27279D14B88;NULL;0;Maximal 4 Behandlungen pro Parzelle und Jahr.;de;9069;NULL;Obligation
9FD8FAF9-C46A-445A-957D-A21AA1A707B1-en;9FD8FAF9-C46A-445A-957D-A21AA1A707B1;NULL;0;;en;15959;NULL;Obligation
9FD8FAF9-C46A-445A-957D-A21AA1A707B1-de;9FD8FAF9-C46A-445A-957D-A21AA1A707B1;NULL;0;Dispenser nach 4-5 Monaten Kulturdauer ersetzen.;de;15959;NULL;Obligation
9FD8FAF9-C46A-445A-957D-A21AA1A707B1-fr;9FD8FAF9-C46A-445A-957D-A21AA1A707B1;NULL;0;Remplacer le diffuseur après 4 à 5 mois de culture.;fr;15959;NULL;Obligation
9FD8FAF9-C46A-445A-957D-A21AA1A707B1-it;9FD8FAF9-C46A-445A-957D-A21AA1A707B1;NULL;0;Sostituire il diffusore dopo 4-5 mesi di coltura.;it;15959;NULL;Obligation
9FE59D80-7161-43D9-84C2-E81A22556C6C-en;9FE59D80-7161-43D9-84C2-E81A22556C6C;NULL;2;NULL;en;NULL;NULL;IngredientAdditionalText
9FE59D80-7161-43D9-84C2-E81A22556C6C-fr;9FE59D80-7161-43D9-84C2-E81A22556C6C;NULL;2;7.37g / cartouche;fr;NULL;NULL;IngredientAdditionalText
9FE59D80-7161-43D9-84C2-E81A22556C6C-it;9FE59D80-7161-43D9-84C2-E81A22556C6C;NULL;2;7.37g / cartuccia;it;NULL;NULL;IngredientAdditionalText
9FE59D80-7161-43D9-84C2-E81A22556C6C-de;9FE59D80-7161-43D9-84C2-E81A22556C6C;NULL;2;7.37g / Patrone;de;NULL;NULL;IngredientAdditionalText
9FFA84BB-0005-42E0-AD09-3CD180E229E4-en;9FFA84BB-0005-42E0-AD09-3CD180E229E4;NULL;0;;en;NULL;NULL;ApplicationComment
9FFA84BB-0005-42E0-AD09-3CD180E229E4-de;9FFA84BB-0005-42E0-AD09-3CD180E229E4;NULL;0;Bestreichen/Tränken der frischen Schnittstellen vorwiegend im Herbst.;de;NULL;NULL;ApplicationComment
9FFA84BB-0005-42E0-AD09-3CD180E229E4-fr;9FFA84BB-0005-42E0-AD09-3CD180E229E4;NULL;0;recouvrir/imbiber les coupures fraîches surtout en automne.;fr;NULL;NULL;ApplicationComment
9FFA84BB-0005-42E0-AD09-3CD180E229E4-it;9FFA84BB-0005-42E0-AD09-3CD180E229E4;NULL;0;Spalmare/impregnare i punti di taglio freschi, prevalentemente in autunno.;it;NULL;NULL;ApplicationComment
9FFD0718-A569-4239-8E60-3143E8859DA6-de;9FFD0718-A569-4239-8E60-3143E8859DA6;NULL;NULL;Mugins Cedex;de;6254;NULL;City
9FFD0718-A569-4239-8E60-3143E8859DA6-en;9FFD0718-A569-4239-8E60-3143E8859DA6;NULL;NULL;Mugins Cedex;en;6254;NULL;City
9FFD0718-A569-4239-8E60-3143E8859DA6-fr;9FFD0718-A569-4239-8E60-3143E8859DA6;NULL;NULL;Mugins Cedex;fr;6254;NULL;City
9FFD0718-A569-4239-8E60-3143E8859DA6-it;9FFD0718-A569-4239-8E60-3143E8859DA6;NULL;NULL;Mugins Cedex;it;6254;NULL;City
A0012475-8478-4CA9-A18A-DC1CB96D788B-en;A0012475-8478-4CA9-A18A-DC1CB96D788B;NULL;0;NULL;en;NULL;NULL;Culture
A0012475-8478-4CA9-A18A-DC1CB96D788B-de;A0012475-8478-4CA9-A18A-DC1CB96D788B;NULL;0;Blumenzwiebeln und Blumenknollen;de;NULL;NULL;Culture
A0012475-8478-4CA9-A18A-DC1CB96D788B-fr;A0012475-8478-4CA9-A18A-DC1CB96D788B;NULL;0;bulbes ornementaux;fr;NULL;NULL;Culture
A0012475-8478-4CA9-A18A-DC1CB96D788B-it;A0012475-8478-4CA9-A18A-DC1CB96D788B;NULL;0;Bulbi ornamentali;it;NULL;NULL;Culture
A005F66B-E51F-452F-B327-D49570EC7D4D-en;A005F66B-E51F-452F-B327-D49570EC7D4D;NULL;1;NULL;en;NULL;NULL;IngredientAdditionalText
A005F66B-E51F-452F-B327-D49570EC7D4D-it;A005F66B-E51F-452F-B327-D49570EC7D4D;NULL;1;"3 x 10 exp. 13 Granula / l al minimo; Ceppo CpGV isolat (I12)";it;NULL;NULL;IngredientAdditionalText
A005F66B-E51F-452F-B327-D49570EC7D4D-fr;A005F66B-E51F-452F-B327-D49570EC7D4D;NULL;1;"3 x 10 exp. 13 Granula / l au minimum; Souche CpGV isolat (I12)";fr;NULL;NULL;IngredientAdditionalText
A005F66B-E51F-452F-B327-D49570EC7D4D-de;A005F66B-E51F-452F-B327-D49570EC7D4D;NULL;1;"min. 3 x 10 Exp. 13 Granula / l; Stamm CpGV isolat (I12)";de;NULL;NULL;IngredientAdditionalText
A01BF860-7F15-4A83-8A1E-CA3CF0E9861C-en;A01BF860-7F15-4A83-8A1E-CA3CF0E9861C;NULL;0;;en;NULL;NULL;Pest
A01BF860-7F15-4A83-8A1E-CA3CF0E9861C-de;A01BF860-7F15-4A83-8A1E-CA3CF0E9861C;NULL;0;Rost der Rose;de;NULL;NULL;Pest
A01BF860-7F15-4A83-8A1E-CA3CF0E9861C-fr;A01BF860-7F15-4A83-8A1E-CA3CF0E9861C;NULL;0;rouille du rosier;fr;NULL;NULL;Pest
A01BF860-7F15-4A83-8A1E-CA3CF0E9861C-it;A01BF860-7F15-4A83-8A1E-CA3CF0E9861C;NULL;0;Ruggine della rosa;it;NULL;NULL;Pest
A024CDFC-A05D-46B8-B08A-221C26BDF5DE-en;A024CDFC-A05D-46B8-B08A-221C26BDF5DE;890D8A5E-BF86-4B2D-9B98-45B779D80F7F;0;NULL;en;NULL;NULL;Culture
A024CDFC-A05D-46B8-B08A-221C26BDF5DE-it;A024CDFC-A05D-46B8-B08A-221C26BDF5DE;890D8A5E-BF86-4B2D-9B98-45B779D80F7F;0;Rose;it;NULL;NULL;Culture
A024CDFC-A05D-46B8-B08A-221C26BDF5DE-de;A024CDFC-A05D-46B8-B08A-221C26BDF5DE;890D8A5E-BF86-4B2D-9B98-45B779D80F7F;0;Rosen;de;NULL;NULL;Culture
A024CDFC-A05D-46B8-B08A-221C26BDF5DE-fr;A024CDFC-A05D-46B8-B08A-221C26BDF5DE;890D8A5E-BF86-4B2D-9B98-45B779D80F7F;0;rosier;fr;NULL;NULL;Culture
A02BC81C-E370-4E5A-A58E-60220F310596-en;A02BC81C-E370-4E5A-A58E-60220F310596;NULL;0;scab;en;NULL;NULL;Pest
A02BC81C-E370-4E5A-A58E-60220F310596-de;A02BC81C-E370-4E5A-A58E-60220F310596;NULL;0;Schorf des Pfirsichs;de;NULL;NULL;Pest
A02BC81C-E370-4E5A-A58E-60220F310596-fr;A02BC81C-E370-4E5A-A58E-60220F310596;NULL;0;tavelure noire du pêcher;fr;NULL;NULL;Pest
A02BC81C-E370-4E5A-A58E-60220F310596-it;A02BC81C-E370-4E5A-A58E-60220F310596;NULL;0;Ticchiolatura del pesco;it;NULL;NULL;Pest
A02E3F5D-4657-49A8-9AD2-66B596F254C8-en;A02E3F5D-4657-49A8-9AD2-66B596F254C8;NULL;0;;en;12806;NULL;Obligation
A02E3F5D-4657-49A8-9AD2-66B596F254C8-de;A02E3F5D-4657-49A8-9AD2-66B596F254C8;NULL;0;Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.;de;12806;NULL;Obligation
A02E3F5D-4657-49A8-9AD2-66B596F254C8-it;A02E3F5D-4657-49A8-9AD2-66B596F254C8;NULL;0;Durante la preparazione della poltiglia: Indossare guanti di protezione + indumenti protettivi. Applicazione della poltiglia: Indossare guanti di protezione + indumenti protettivi + una visiera + un copricapo. I dispositivi di protezione individuale possono essere sostituiti, durante l'applicazione, da dispositivi di protezione tecnici (p.es. cabina del trattore chiusa), qualora vi sia la garanzia che offrano una protezione analoga o superiore.;it;12806;NULL;Obligation
A02E3F5D-4657-49A8-9AD2-66B596F254C8-fr;A02E3F5D-4657-49A8-9AD2-66B596F254C8;NULL;0;Préparation de la bouillie: Porter des gants de protection + une tenue de protection. Application de la bouillie: Porter des gants de protection + une tenue de protection + une visière + un couvre-chef. Les équipements techniques utilisés lors de l'application (p. ex. cabine de tracteur fermée) peuvent remplacer les équipements personnels de protection s'ils offrent de manière avérée une protection semblable ou supérieure.;fr;12806;NULL;Obligation
A0379AEC-4B2D-438C-B08D-C4CFF230AC98-en;A0379AEC-4B2D-438C-B08D-C4CFF230AC98;NULL;1;NULL;en;NULL;NULL;IngredientAdditionalText
A0379AEC-4B2D-438C-B08D-C4CFF230AC98-de;A0379AEC-4B2D-438C-B08D-C4CFF230AC98;NULL;1;als Kaliumsalz ;de;NULL;NULL;IngredientAdditionalText
A0379AEC-4B2D-438C-B08D-C4CFF230AC98-it;A0379AEC-4B2D-438C-B08D-C4CFF230AC98;NULL;1;sotto forma di sale di potassio ;it;NULL;NULL;IngredientAdditionalText
A0379AEC-4B2D-438C-B08D-C4CFF230AC98-fr;A0379AEC-4B2D-438C-B08D-C4CFF230AC98;NULL;1;sous forme de sel de potassium ;fr;NULL;NULL;IngredientAdditionalText
A03FE1C2-EB72-489A-9E1E-9A1487623D25-en;A03FE1C2-EB72-489A-9E1E-9A1487623D25;NULL;0;;en;8907;NULL;Obligation
A03FE1C2-EB72-489A-9E1E-9A1487623D25-de;A03FE1C2-EB72-489A-9E1E-9A1487623D25;NULL;0;Die Behandlung muss 2x innert 10-14 Tagen wiederholt werden. Während der Behandlung muss eine gleichmässige Befeuchtung des Bodens sichergestellt werden.;de;8907;NULL;Obligation
A03FE1C2-EB72-489A-9E1E-9A1487623D25-it;A03FE1C2-EB72-489A-9E1E-9A1487623D25;NULL;0;Il trattamento deve essere ripetuto 2 x entro 10 - 14 giorni. Durante il trattamento occorre provvedere a un'umidificazione uniforme del suolo.;it;8907;NULL;Obligation
A03FE1C2-EB72-489A-9E1E-9A1487623D25-fr;A03FE1C2-EB72-489A-9E1E-9A1487623D25;NULL;0;Le traitement doit être répété 2 fois dans les 10 à 14 jours. Pendant le traitement, une humidification régulière du sol doit être garantie.;fr;8907;NULL;Obligation
A04819D3-8AC6-4DEF-AE2B-F64E437D68B4-en;A04819D3-8AC6-4DEF-AE2B-F64E437D68B4;NULL;0;;en;NULL;NULL;Pest
A04819D3-8AC6-4DEF-AE2B-F64E437D68B4-fr;A04819D3-8AC6-4DEF-AE2B-F64E437D68B4;NULL;0;rhizoctone;fr;NULL;NULL;Pest
A04819D3-8AC6-4DEF-AE2B-F64E437D68B4-de;A04819D3-8AC6-4DEF-AE2B-F64E437D68B4;NULL;0;Rhizoctonia-solani-Krankheit;de;NULL;NULL;Pest
A04819D3-8AC6-4DEF-AE2B-F64E437D68B4-it;A04819D3-8AC6-4DEF-AE2B-F64E437D68B4;NULL;0;Rizottonia;it;NULL;NULL;Pest
A052E139-CE3B-43CD-951E-F5CB6B89BA50-de;A052E139-CE3B-43CD-951E-F5CB6B89BA50;NULL;NULL;Troisdorf;de;D-53840;NULL;City
A052E139-CE3B-43CD-951E-F5CB6B89BA50-en;A052E139-CE3B-43CD-951E-F5CB6B89BA50;NULL;NULL;Troisdorf;en;D-53840;NULL;City
A052E139-CE3B-43CD-951E-F5CB6B89BA50-fr;A052E139-CE3B-43CD-951E-F5CB6B89BA50;NULL;NULL;Troisdorf;fr;D-53840;NULL;City
A052E139-CE3B-43CD-951E-F5CB6B89BA50-it;A052E139-CE3B-43CD-951E-F5CB6B89BA50;NULL;NULL;Troisdorf;it;D-53840;NULL;City
A06098B0-0439-4C6B-A94D-F55389311A9F-en;A06098B0-0439-4C6B-A94D-F55389311A9F;NULL;0;;en;NULL;NULL;ApplicationComment
A06098B0-0439-4C6B-A94D-F55389311A9F-fr;A06098B0-0439-4C6B-A94D-F55389311A9F;NULL;0;Deuxieme traitement entre 2 et 9 jours après le premier traitement .;fr;NULL;NULL;ApplicationComment
A06098B0-0439-4C6B-A94D-F55389311A9F-it;A06098B0-0439-4C6B-A94D-F55389311A9F;NULL;0;Secondo trattamento da 2 fino a 9 giorni dopo il primo trattamento;it;NULL;NULL;ApplicationComment
A06098B0-0439-4C6B-A94D-F55389311A9F-de;A06098B0-0439-4C6B-A94D-F55389311A9F;NULL;0;Zweite Behandlung 2 bis 9 Tage nach der ersten Behandlung.;de;NULL;NULL;ApplicationComment
A06443A2-6D0E-4C99-8010-2F3E5A15E91C-en;A06443A2-6D0E-4C99-8010-2F3E5A15E91C;NULL;0;;en;NULL;NULL;ApplicationComment
A06443A2-6D0E-4C99-8010-2F3E5A15E91C-it;A06443A2-6D0E-4C99-8010-2F3E5A15E91C;NULL;0;Dallo stadio di bocciolo fiorale (E2 = 59) fino alla caduta dei petali (G = 67).;it;NULL;NULL;ApplicationComment
A06443A2-6D0E-4C99-8010-2F3E5A15E91C-fr;A06443A2-6D0E-4C99-8010-2F3E5A15E91C;NULL;0;du stade ballonnets (E2=59) jusqu'à la fin de la floraison (G=67).;fr;NULL;NULL;ApplicationComment
A06443A2-6D0E-4C99-8010-2F3E5A15E91C-de;A06443A2-6D0E-4C99-8010-2F3E5A15E91C;NULL;0;Von Ballonstadium (E2=59) bis abgehende Blüte (G=67).;de;NULL;NULL;ApplicationComment
A067CC81-6A5D-4684-BE95-7941A51B9EF2-en;A067CC81-6A5D-4684-BE95-7941A51B9EF2;D541F2F5-8BA6-4E26-AA66-9CF469648AFF;0;NULL;en;NULL;NULL;Culture
A067CC81-6A5D-4684-BE95-7941A51B9EF2-de;A067CC81-6A5D-4684-BE95-7941A51B9EF2;D541F2F5-8BA6-4E26-AA66-9CF469648AFF;0;Salbei;de;NULL;NULL;Culture
A067CC81-6A5D-4684-BE95-7941A51B9EF2-it;A067CC81-6A5D-4684-BE95-7941A51B9EF2;D541F2F5-8BA6-4E26-AA66-9CF469648AFF;0;Salvia;it;NULL;NULL;Culture
A067CC81-6A5D-4684-BE95-7941A51B9EF2-fr;A067CC81-6A5D-4684-BE95-7941A51B9EF2;D541F2F5-8BA6-4E26-AA66-9CF469648AFF;0;sauge;fr;NULL;NULL;Culture
5247C4CC-8859-4660-BC2B-E18C093E0DCC-en;5247C4CC-8859-4660-BC2B-E18C093E0DCC;NULL;0;;en;NULL;NULL;ApplicationComment
5247C4CC-8859-4660-BC2B-E18C093E0DCC-fr;5247C4CC-8859-4660-BC2B-E18C093E0DCC;NULL;0;à la fin de la floraison.;fr;NULL;NULL;ApplicationComment
