NK_PermissionHolder;FAX;AdditionalInformation;NAME;STREET;PostOfficeBox;NK_CodetableCity;Phone;NK_CodetableCountry
3A45660B-A244-4046-BAA8-DD0BF0103611;;;Regaber Holding AG;Industriestrasse 9;;05E5AF9B-F0E8-45CB-BB14-0CF5BFDF8D4A;;6698DCFD-D86E-4098-A5A4-DA5B71062093
3AEA0E67-7F50-4825-B8BB-CFBAD94D019B;;;Desinfecta AG;Bernapark 23;;22070657-61D5-46AB-8A8F-755A71F4EC2A;;6698DCFD-D86E-4098-A5A4-DA5B71062093
3B49C947-3932-48EB-AB14-7729BEF5F8A9;;;Cave des Hauts de Gironde;la Cafourche ;;2724BAB6-7BD5-4E1D-89B6-577060972EDB;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
3B71468D-0008-48C3-8FD9-1829D0FFF7C1;;;COMMERCIAL QUIMICA MASSO' S.A.;Viladomat 321 5° ;;45E52B9D-54AE-4D81-8571-58C200DC86F6;;BEB87459-DB4C-4C85-84EB-BEF7C6E012EF
3B948DFC-2323-44DD-9EAA-9114F6CE2B2C;;;Syngenta Agro SAS;20, rue de Marat ;;A1D9601F-F3D2-474F-8C5B-35F4D5A3DAC2;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
3BE0C4F6-DA51-454C-9863-AAA773CAB04F;;;Agribio S.R.L;Via Laghi 57/8 ;;F238F478-4B45-4F78-85AE-0DF2F6C6F59A;;BE1D323D-29E4-4570-8618-5463896BE5D2
3BF53F73-6CAA-4E3A-836F-E2CDCF7EEAC3;;;Belchim Crop Protection Italia S.P.A.;Viale Milanfiori, Strada 6, Palazzo N3 ;;939CA957-6A4D-498F-9B83-9AFCB6D88B76;;BE1D323D-29E4-4570-8618-5463896BE5D2
3C2DDC32-A8AD-40EB-B0DA-DDFB0D1484CB;;;Cheminova Agro France S.A.S;19 Bd Eugène Duruelle ;;9B3466CB-274B-49AC-90E4-1C57057957CA;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
3CA063B7-B2FE-4867-8EF0-8B25AED5E042;;;WASGOM;Wydimattstrasse 22;;7172254F-8E90-410D-9047-CA86CC25BEFF;079 426 98 04 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
3CA276CB-90A8-46A6-827F-382E978B0517;;;Iticon NV;Tijdokstraat 12 ;;7923B765-2540-43FA-9F50-DBC73B6898B8;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
3D02AAB6-ABBE-4ED4-8693-6DB25608F367;;;Medena AG;Industriestr. 16;;C70C2C4F-B16F-4297-B85D-AFFA4859F3C2;044 762 57 57;6698DCFD-D86E-4098-A5A4-DA5B71062093
3D09D88B-62C8-4577-9BC9-A961757930A5;;;Agrimotion S. A. ;ul Bydgoskich Przemyslowcow 6 ;;C297B8A8-7C36-41B9-941C-CDBA08A6FFAD;;13CA0E2A-04AB-4BCD-A462-D4EA82B6FA74
3D0D954C-4EC1-4C71-9266-B70DEE134B29;;;808 Biozide Schweiz GmbH;Hauptstrasse 84;;7D7B95EC-23DF-4E51-9D72-010BF2AB198F;044 3210 20 05 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
3E80D237-535F-42A2-9EC2-2C2714AE7AF3;;;Syngenta Agro SAS;1 Avenue des prés ;;447C73F7-5176-4ADD-9749-8D4776C1714B;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
3F98B3A7-56C5-42DE-B59E-7C6F84BEC0E6;;;W. Neudorff GmbH KG;An der Mühle 3 ;;FC326115-F15A-451D-A5F9-2BBC8A1AD8E0;0049 5155 624-126;56CCE907-F002-4B0C-B948-98299B1FEA6E
3FAB8BC5-245B-432B-9EEB-73F900C64F4F;;;Bayer CropScience S.r.l.;Viale Certosa 130 ;;5F9469A5-744E-41BD-A5B9-CA75992862A4;;BE1D323D-29E4-4570-8618-5463896BE5D2
40234975-E548-4F5E-9EC9-FC13EF885FFC;;;Zenith Crop Sciences S.A.;Aubündt 36; ;12889126-709F-4509-9602-447A8B9A0B9B;;A806BBC8-E72F-4DDE-944F-5BC460A94C28
40CD665A-3B61-47C9-9485-0DFFA23167BC;;;Genetti S.A.S.;Goldeggstrasse 2A ;;F94B200A-0087-4107-8E13-CAA3A13051F9;;BE1D323D-29E4-4570-8618-5463896BE5D2
414B12AF-A2BC-4D35-880B-00025056247F;;;SFP Europe SA;Spitalstrasse 5 ;;C96FBFFD-F8EE-44B0-8D22-F63F451C2DD5;;6698DCFD-D86E-4098-A5A4-DA5B71062093
420CD1F2-3149-494E-88A0-831910454903;;;UPL Europe Ltd.;Hall Lane, Rookery Bridge ;;48D83D55-C21F-4D98-BD80-196DEA53F965;;DAC731AC-BB70-4164-B500-83559938B481
43CA8CA4-185E-4F2B-B894-EE50F8FB78D5;;;A. Ziegler AG;Rengglochstrasse  38;;22DEEECD-906C-42AF-A62A-695C34A1550B;;6698DCFD-D86E-4098-A5A4-DA5B71062093
44019553-BA58-4FF9-9466-9C67BD3B22C4;;;Stockton Crop Protection AG;Bahnhofstrasse 11;;7046B6E2-2BBF-486F-BC39-75CA18027681;;6698DCFD-D86E-4098-A5A4-DA5B71062093
446B0824-C073-40C6-91DF-4B9D96FDF251;;;SCAC-FISONS S.A.;La Galboisière ;;293A4CC8-1525-4911-8D2B-8B43CE03B321;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
4481BC9B-60A3-4E18-B06C-4CF6CDF65B5D;;;BASF Belgium S.A.;Chaussée de la Hulpe 178 ;;56E4BCEC-151F-413E-A6DD-D55EEF3BC56D;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
45B5DB01-A7D9-4B8F-A703-6977D7B4F458;;;Agroqualita';Via Sempione 195 ;;D0200053-AA71-4A1C-94DE-BD8BD457F949;;BE1D323D-29E4-4570-8618-5463896BE5D2
45E9309A-8394-460D-8577-F5334198B076;;;Novamex;Le Moulin de Saint Pierre, les Taillades ;184;EAFB208F-D646-493C-8092-AC4AA293BAA1;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
46353DBD-B1C4-4D1E-894B-1CC11FC20B41;;;UPL Europe Ltd;Birchwood Park ;;0164F017-7BA9-4AD4-9108-5D6C645C54E7;;DAC731AC-BB70-4164-B500-83559938B481
464C236E-DA40-47CF-A05E-42C9CC9F561C;;;Pinus TKI DD;GRAJSKI TRG 21 ;;8465281E-D636-46BD-A43A-6DABDDEAA056;;5040D15A-CEA6-41D8-A64E-DEF0DD366B18
47A1DCB2-9825-4EBC-9B2C-E228A481C7E6;;;Agroplus;Heedstraat 58 ;;B8EE535B-6692-46C2-BE29-FB8971957177;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
485EB440-B4BD-4043-BB46-2C980FE767CA;;;AGAN Chem. Manufacturers Ltd.;Haashlag St, Northern Industrial Zone ;P.O. BOX 2;FC0B590E-187F-4175-B1A6-CA51CB182E51;;E4D16808-543E-47EC-9BCC-50A0CAEC7C9B
487E1516-56C2-45BD-9933-3B2275090021;;;INDUSTRIA PRODOTTI CHIMICI SpA;Via Fratelli Beltrami 11 ;;00304869-A1D2-4B23-868D-FE31176C614E;;BE1D323D-29E4-4570-8618-5463896BE5D2
48FD31FF-F72A-4B5D-8B05-CB392BE261B0;;;Certis Belchim B.V.;Stadsplateau 16 ;;035C2754-05DB-4E2C-B755-FCB34BCABA76;;51F6122D-47EC-4051-97CC-01D7CF8E4758
492C7FE9-0820-4F5F-B66B-9A3A3045594D;;;Sapec Agro S.A.;Av. do Rio Tejo, Herdade das Praias ;;18C70E26-70A6-4AC6-9DBC-8442FAF0708A;;E815A08E-A569-4408-9C31-20A1702B0FDA
49973A78-82E0-4253-895F-F49EE8C9DEF7;;;Sharda Cropchem Limited;Dashrathlal Joshi Road ;;0464375B-05BB-49D1-BCE2-236A3BDBA0E9;;CDA1F206-EDB0-40D2-8FF6-15B29EAD6C7F
4A72357C-6062-4241-936F-053FD4EFB787;;;Makhteshim-Agan Italia S.R.L;via Falcone ;;4F4B736B-DE0D-447C-8E15-739F5CFFACD4;;BE1D323D-29E4-4570-8618-5463896BE5D2
4AA8A450-CB69-4CE1-82C8-CE445062FD0D;;;VITAL (Manufacture des engrais);Route de Bédarrides ;BP 12;82736F40-D51A-4454-B87F-CC842E5879AE;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
4B6AFB76-C142-41BE-A13B-CFB5C875916E;;;F.Schacht GmbH & Co. KG; ;Postfach 4823;5CEB8939-717A-46CD-ACD5-7B2E2DA7CA54;;56CCE907-F002-4B0C-B948-98299B1FEA6E
4B828ECC-FB0A-4F3B-B622-A1B9B08DD763;;;Schneiter Agro AG;Birren 30;;6A7BB449-7E3F-4923-B16E-34DA5017ECBE;056 201 45 45;6698DCFD-D86E-4098-A5A4-DA5B71062093
4CC31B07-2CD4-401B-908C-DD6E448D012B;;;Cheminova Agro Italia S.R.L.;Via F. lli Bronzetti, 32/38 ;;0265C375-2457-4BA9-9EE1-FBF2CB879BFB;;BE1D323D-29E4-4570-8618-5463896BE5D2
4D00A344-774B-4226-85A2-7DFBCD78C3EE;;;Societe Green Sun SARL;P.A. de la Malnoue, 57, Blv de l'Europe ;;084247A2-A1EB-48FC-B89F-FAB31C055BC5;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
4D9B8280-49C1-4F89-811C-C29A079AFFAB;;;Agriplant SRL;Viale italia 113 ;;0FC85803-B047-46AE-BA6A-D72F2C619241;;BE1D323D-29E4-4570-8618-5463896BE5D2
4ECE4614-FC05-4317-B294-95CFCEA84A80;;;Quimetal internacional;Calle Torneros 14 ;;FC6BBD52-4054-4CF8-8AEF-19BF9E22BD65;;BEB87459-DB4C-4C85-84EB-BEF7C6E012EF
4ED91322-EE62-420E-8897-3C0B96C4D1B3;;;Caspar Berghoff KG;Möhnestrasse 203 ;;F5566509-A058-4CE9-AA53-66E76C9F8579;;56CCE907-F002-4B0C-B948-98299B1FEA6E
4F2BE04A-FDB7-4E72-9F5D-F569574D853E;;;MAC GmbH.;Sonnenhalde 1 ;;B3837134-8992-4B7E-A442-8E8DD5EAC452;;56CCE907-F002-4B0C-B948-98299B1FEA6E
505945C1-5478-4D52-9CF7-988DD292984F;;;MycoSolutions AG;Lerchenfeldstrasse 3;;03A3C999-A473-4A3D-97DD-CBFDB41169D6;;6698DCFD-D86E-4098-A5A4-DA5B71062093
5061AF3F-E1C6-4E91-BC0A-10A26CFD01E0;;;Méoc SA;Route du Léman 10;C P 48;61A08899-8186-403D-A7F3-F6814B2993A3;027 746 16 39;6698DCFD-D86E-4098-A5A4-DA5B71062093
5086E8CB-6AF0-48ED-99DF-C3524B2F3A4B;;;FMC IP Technology Sàrl, Zweigniederlassung Vernier;Chemin de Blandonnet 8;;E156F657-22A6-4EAA-AAA6-21CFB0FF56E9;+49 4141 9204 248  Mobile +49 171 640 7850 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
50A7859F-7D8C-473F-B38C-26E1A8F2E53F;;;Menora GmbH;Metahofgasse 30 ;;A33A7E09-68E8-4ADB-A5EE-B501929C97F0;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
51146CC7-4FCC-4D7D-84AC-829BE7105BB6;;;De Sangosse;Bonnel ;B P 5;5B5F1209-1030-495B-B890-BCC920216D42;53 69 36 30;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
51205EA7-73ED-4C5C-A911-B3A11837242B;;;Philagro France;VILCERY ;;4E77FCA9-DBA5-48E1-8DB3-D53E7C6DEC21;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
5164D739-E076-4BF8-BE9A-9D2BB7C73BA4;;;HMWC SARL;8 voie vallon ;10150;E666414E-D459-401E-981D-8A68B5217C49;33608893727;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
527D7C3C-1987-44BF-8A2C-7297BCB0B42F;;;Makhteshim Agan Italia;Via Zanica 19   ;;A8CD9E31-A639-40E4-961E-4D9B6F827661;;BE1D323D-29E4-4570-8618-5463896BE5D2
52A63882-A41E-4D10-B002-8ADD7C442E04;;;Intagro;Desguinlei 38 ;;BCBC8CDA-078B-4654-9480-73FCA583560B;;51F6122D-47EC-4051-97CC-01D7CF8E4758
52C54819-CFFF-4B06-8B31-FABEF24DD0AB;;;Friedrich Glatz;Johannesgasse 23 A ;;8C578468-D4D0-4A84-87E5-23C910B12FA0;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
52FB61DD-4933-4EA6-8C33-97C0210CEFF3;;;EURL Hermouet Guy;9 rue del la croix des vignes ;;B2A26263-4B9A-41D6-98C3-BED15C724472;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
537B6F18-7539-4883-B351-2939D52D1A83;;;Nissan Chemical Europe GmbH;Immermannstrasse 45 ;;1BDB31B5-C4A3-4C8C-9F14-D19DF3B6B65D;;56CCE907-F002-4B0C-B948-98299B1FEA6E
53DD0D57-40EA-4F46-AB09-395FF93425F1;;;Societe financiere de Pontarlier;VILLA CELONY, 1175 MONTEE D'AVIGNON ;;79E8C144-E9E8-45BF-A3B4-81B9D83328E6;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
5481DD8D-03B7-4646-8706-00334C10BF3F;;;RWA Raiffeisen Ware Austria AG;Wienerbergstrasse 3 ;;0C747764-4E12-4F84-BC83-D8D2B6226A17;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
54DE7800-F9E9-4FB8-B7C4-D607C713EADB;;;Invivo;83 avenue de la Grande Armée ;;8F3FD3BC-0D33-44DE-95AF-1EC407C5E8C7;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
55D4C9A0-937C-4ACE-8F40-6038B1D0FA2B;;;Hentschke und Sawatzki;Leinestrasse 17 ;;35E0B94A-E571-4624-BAE7-27FF3C479450;;56CCE907-F002-4B0C-B948-98299B1FEA6E
56DC05A3-AA83-4C55-B361-D05E94FAAF0F;;;TRADI-AGRI;38, avenue Hoche ;;DF32F61D-FE72-422D-8105-5CD962BE629B;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
5710564A-E5EF-41D2-A3AF-74B898A51086;;;Azufrera y Fertilizantes Pallares, S.A.;Av. Europa parcela 1-7, poligino de Costanti ;;9BA05670-FDC6-47DE-8146-E32CAB59936B;+34 977 524 650;BEB87459-DB4C-4C85-84EB-BEF7C6E012EF
5801AC49-8246-4F1F-A1CF-BDBD3E03F4F5;;;Sun Company SRL;Via durini 9 ;;0F90E005-B01C-4230-94CB-AB4238EC5FF1;;BE1D323D-29E4-4570-8618-5463896BE5D2
5818668E-F5AA-40EA-A365-F8D92519E46C;;;Scam SPA;Corso Orbassano 368/18 ;;F850670E-237E-4E24-8A42-1CDA6D6C0212;;BE1D323D-29E4-4570-8618-5463896BE5D2
5825427C-A0FC-4F25-AEE5-87F24A00C745;;;Bayer S.A.S, ;Rue Jean-Marie Leclair 16;CS 90106;870561B2-6662-4E83-8BCA-0A1EE6DF3934;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
588BC7B9-D67E-46DE-963D-EF118922006F;;;Makhteshim Chemical Works Ltd.; ;P.O. Box 60;83648D35-906B-4DBC-BB5E-0F62DECA4227;+972 8 629 66 96;E4D16808-543E-47EC-9BCC-50A0CAEC7C9B
58A2B67D-625B-43A9-A8D9-DE85191EB5AB;;;Diachem;S.S. 11 Padana Superiore Km 185 ;;69BF333A-8443-41C6-9016-9B686D2B9EE6;;BE1D323D-29E4-4570-8618-5463896BE5D2
58D6D318-9AC5-4310-AEE7-EE7A04B6FB83;;;Agrotrade B.V.;Kerkeboslaan 11 ;;215F783B-7C3B-48CA-9DC5-8E88E2818281;;51F6122D-47EC-4051-97CC-01D7CF8E4758
592E625C-E353-4E4B-81C7-858535E04FA5;;;Crop Chem Handelsgesellschaft GmbH;Bärweilerstrasse 55 ;;47AD2AC5-9896-4299-9388-1DEF69062F1C;;56CCE907-F002-4B0C-B948-98299B1FEA6E
59485668-B009-46FE-AB06-639531175870;;;Realchemie Nederland B.V.;Vogt 21 ;;912B0F58-2057-4D7B-83EE-02C9CDFFDA71;;51F6122D-47EC-4051-97CC-01D7CF8E4758
596C551D-2BCB-4AEB-B853-4C2765B94A06;;;Societé Financiere de Pontarlier (S.F.P);11 Boulevard De La Grande Thumine - Parc D'ariane  ;;52C4E3E7-28FA-4D3A-85A5-DD685AA005F4;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
598B444A-86D0-4876-AF77-5C5C6ACD90ED;;;STEFES FRANCE S.A.;21, avenue Eugène-Gazeau ;;27FCD09F-CEB7-4E22-A07F-D18A6C501664;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
59C3F4D3-F372-40CF-B34B-8F564EFFB7CB;;;Erragi S.R.L;C.So M. d'Azeglio 112 ;;C89970CF-7EC3-4C7C-8163-765BD1099B8D;;BE1D323D-29E4-4570-8618-5463896BE5D2
59DE4E27-780F-4858-AE46-5E6F5F82C340;;;Galenika Fitofarmacija a.d.;Batajnicki drum ¿¿ ;;FDF80C10-354B-4988-825E-EAD23F6A8E9B;;2233514D-C9D3-451E-961F-3A6B62AF786D
5A75BA51-7E5D-46BF-824A-6654B96229AD;;;Sharda Worldwide Export Private Ltd.;Domnic Road 29th, Bandra West ;;C4D799C4-60B1-41EB-AF63-FF2796CDFFF4;;CDA1F206-EDB0-40D2-8FF6-15B29EAD6C7F
5A958170-D2C5-4A1D-9A61-41C31CC24771;;;Sopra;18 Rue Grange Dame Rose ;;177DDF0B-ED9D-4FEF-82C3-3E7D639D7052;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
5AA6A781-0B4F-47F8-BDFD-8C893A1AB0CF;;;NOVARTIS Agro S.A. / Amethys;14, blv. Richelieu  ;BP 420;2D34AB53-24C6-4DCB-8C0C-3FAD7FA655A3;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
5BC0DD32-DCA9-4861-A14B-474A199C69C9;;;IQV Industrias Quimicas del Vallés, S.A.;Calle 1 92A;;130F6FA3-F8EA-4BEE-9CBA-BAAC8A52C54E;;BEB87459-DB4C-4C85-84EB-BEF7C6E012EF
5BE3C4EA-8E70-4A95-8365-C3F2971327B5;;;SIPCAM OXON S.p.A.;Via Vittorio Veneto 81 ;;91B8A68F-37CC-4938-A4AA-33705A2DD6DC;;BE1D323D-29E4-4570-8618-5463896BE5D2
5C6A5601-A742-478D-8290-B0ED5835D800;;;FMC Chemical SPRL;Boulevard de la plaine 9/3 ;1050;826B4BD5-BF35-4F9F-88A1-937E5C9F9E6E;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
5CC42699-9538-4927-9CF5-85B7A99ABF00;;;Bayer CropScience N.V.;J.E.Mommertslaan 14 ;;EF060BEF-6D43-4240-83DD-EA3E492EFA34;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
5D12B703-B7FD-4E5B-A345-B2B27039DC51;;;Sumitomo Chemical Agro Europe SAS;10a, rue de la Voie Lactée ;;8B019661-A7F7-4027-AB6F-2AA8A7DA2F2A;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
5DD73A74-20F9-44B4-B58E-E3900AA43CF4;;;ewia Gmbh;Badenerstrasse 415;;100E7486-1E63-4376-994D-C5DFBD6F9FBB;+49 173/5727450;6698DCFD-D86E-4098-A5A4-DA5B71062093
5DF62058-4712-47DD-B6D7-C30E3E3BA7EA;;;Kumiai Chem. Ind. Co., Ltd. (Ihara);4-26, Ikenohata 1-Chome, Taitoh-ku ;;48E7FF70-09DE-46F1-9F75-F7792ED93FCA;;68921504-8A62-4B7B-B7F7-59399B483095
5E002797-A3B5-4C00-B6B0-F130F5DA5C02;;;Monsanto Agrar Deutschland GmbH;Elisabeth- Selbert- Straße 4a ;;94A7318A-5DBC-4F89-AF23-F0CEBD86059A;+49 (0) 2173 2076 569;56CCE907-F002-4B0C-B948-98299B1FEA6E
5E2915EB-369E-4C9C-B8B7-9FAAABF0E127;;;Sintagro M. Eggen;Chasseralstrasse 1-3;;7789DD03-D754-4735-9527-542737F3CEB9;062 398 57 57;6698DCFD-D86E-4098-A5A4-DA5B71062093
5E648022-D2C4-49F2-BBB2-E86A3ADCD736;;;AGRISTAR SYSTEM S.R.L.;VIA MARTIRI DI MONTE SOLE, 29/B ;;C674068B-55E3-47F7-BE94-2BD8E9ABACBD;;BE1D323D-29E4-4570-8618-5463896BE5D2
5E97EAAB-092E-40BA-AC42-18B3F3E5B3BE;;;Compagnie Générale des Biocides;26 rue de la Porte du Bois ;;0CEF8AF4-A54D-4B56-A363-C8C55D088FEE;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
5EA5CDB6-535C-4793-829C-220B8922E55F;;;Laboratorio Biofarmacotechnico Italiano S.R.L.;Vie Tito Speri 3/5 ;;02269D16-979E-48E8-A1FA-9BB433CC87C9;;BE1D323D-29E4-4570-8618-5463896BE5D2
5F2FC518-5717-4E4F-9C2F-BA1E589EDF71;;;GLOBACHEM NV;Leeuwerweg 138 ;;BDB25425-87A3-4A8A-A924-4900D7F6A2D3;+32 11 78 57 17;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
5F68764B-FA62-4603-8A51-917B11740472;;;Monsanto Agriculture France S.A.S.;Europarc du Chêne,11, rue Pascal ;;7ED25AAF-C02F-4AA7-B1C6-202FB5F14690;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
5F914527-3A45-4E33-99A6-E032CD118F53;;;Bayer AG;Kaiser-Wilhelm-Allee 1  ;51373;917CB2AF-85C1-40CE-B18B-F4A67D514EED;;56CCE907-F002-4B0C-B948-98299B1FEA6E
60CFE33E-B225-4CDD-ACD6-062E732C833C;;;Biesterfeld Helvetia AG;Oristalstrasse 19;;1735A58F-20C9-43BA-BBEF-52C820E063A0;(0049 40 32008-329);6698DCFD-D86E-4098-A5A4-DA5B71062093
617AD0B7-2786-476C-B7FC-98A433CD3F7B;;;Koppert B.V.;Veilingweg 17;Postbus 155;36DB7C46-19B8-4DA9-BE58-F46ADD7FD196;189 140 444;51F6122D-47EC-4051-97CC-01D7CF8E4758
61A0B237-6FF1-45D4-ADC1-8CB236C139ED;;;STAR Agro Handels GmbH;Europapark 1 ;;43BC231B-B563-4C6D-8A6A-BDCE649503F0;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
6291F2E5-FAFE-4E66-B370-73B19624552A;;;Feinchemie;Via Albere 20 ;;CC51CAA4-17F6-4C40-BD54-D47D883441B2;;BE1D323D-29E4-4570-8618-5463896BE5D2
62C02060-7CE1-442A-90F6-7B12262F4DF2;;;frunol delicia GmbH;Hansastrasse 74 b ;;F9899C77-05DA-4359-A0B8-358F0F0E9BC6;;56CCE907-F002-4B0C-B948-98299B1FEA6E
63D86FDE-6C36-4F4F-8377-A24CE017B396;;;Agrimix S.R.L.;Via Campobello, 1 ;;F9E31923-C8F7-4756-B076-C8A207CC9945;;BE1D323D-29E4-4570-8618-5463896BE5D2
63EE0E2D-E030-4DCE-B5BB-7534ACC04157;;;Be di Br Busolin eligio di Busolin Rodolfo;VIA ZANETTI, 9 ;;FC043137-57FD-4C0D-98F1-0645060D694B;;6698DCFD-D86E-4098-A5A4-DA5B71062093
63F578FA-2D9C-45D1-917C-6AC207F926AB;;;Dow Agrosciences B.V.;Prins Boudewijnlaan 41 ;;CDAAFC52-78FE-4F32-820E-05C02F07CB0E;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
64D2E5BD-8FFF-42E0-8B22-8E662609081B;;;Spiess-Urania Chemicals GmbH_;Frankenstrasse  18 B;;336B6C25-ABA1-4089-9C2A-3025EE3EF060;;56CCE907-F002-4B0C-B948-98299B1FEA6E
65146811-FE18-4A69-8F7A-200B67B8CC40;;;Hans Müller Gärtnerei AG;Oberfeldstr. 5;;5474D652-70BA-4A95-8FDE-3D0312C76AEB;071/642 11 77;6698DCFD-D86E-4098-A5A4-DA5B71062093
652F8566-CD53-4ECC-AE0D-A24C7DCD8DB0;;;Zolfiindustria S.R.L.;Via Cantarana, 17 ;;67DA936E-355F-4C5D-B338-5BEBF8C3E5D6;;BE1D323D-29E4-4570-8618-5463896BE5D2
6568B359-EF49-4D27-9436-D1B170A97FB7;;;Arysta Lifescience Benelux SPRL;Rue de Renory 26/1 ;;02EE1D31-D772-451E-A10C-CCE86ECA2155;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
65C84E09-C3E2-4FE3-911D-8E5706D5D67A;;;HünAgro AG;Chamerstrasse 44;;88F01280-5935-4683-AA60-1F4F2D213EAF;+41 (0)76 423 40 26;6698DCFD-D86E-4098-A5A4-DA5B71062093
65F5273F-5417-45A6-9D98-045E63D9491D;;;Cimelak;Z.I. Charpenay BP 12 ;;0F5DC6A9-D65E-4612-918D-057712FEE50D;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
6670A5CC-9EE1-4710-A809-C03C34BFD838;;;Andermatt Biogarten AG;Stahlermatten 6;;BBA04C94-D866-4C40-9C4A-7D68E84E069E;;6698DCFD-D86E-4098-A5A4-DA5B71062093
669B5B0C-9277-4826-B775-2D5F5372B60D;;;CAFFARO France;Parc de Haute Technologie Antony II, 17, rue Georges Besse ;;9DE3D3C6-AE2B-4B88-96FE-7145B225E173;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
66E64A79-0D2F-4157-BA37-DF4370468CE6;;;You Solution;Nattermannallee 1 ;;ED239201-0FC3-4995-828A-108859625AE5;;56CCE907-F002-4B0C-B948-98299B1FEA6E
66F4443D-BEE1-4C95-B7EC-95DF41245CCC;;;Nisso Chemical Europe GmbH;Königsallee 90 ;;DCC80DF8-0F93-4612-8B16-A7C2E210A9A2;;56CCE907-F002-4B0C-B948-98299B1FEA6E
68240D83-3991-46E0-8E2B-6D03D64A030E;;;Parisienne de Produits Chimiques;38, avenue Hoche ;;EFACCA77-8A97-4D1B-BDB0-FA470715A749;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
68565B15-AB61-4639-8237-4851A681EC7D;;;Oxon Italia S.p.A.;Via Sempione 195 ;;7D8E30CA-ECA8-4C5E-A60A-66A09CD2CA67;;BE1D323D-29E4-4570-8618-5463896BE5D2
687369FB-FFAD-40AC-9835-FF3BCB0658F9;;;ISK Biosciences Europe N.V.;Pegasus Park / De Kleetlaan 12B ;;74627943-33EF-4B16-B894-EC6E61F0169D;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
690F0868-E925-4727-B57F-B6A802858F67;;;Nissan Chemical Europe S.A.S.;10A, rue de la Voie Lactée ;;6A1DADC7-E6D3-43C1-850E-7C1369BCB2CC;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
692979A4-EC9A-43A8-94CA-65CB2DA2271B;;;Biologic Healthcare Ltd; ;;6B4B8F37-3948-430D-AABA-85203E813CA0;;2E460BBE-6A62-40A2-8C1F-F7A7145A42C2
6A5D0DF5-1094-444F-8E30-C286E1C0E722;;;Agronova;Via Massarenti 221/6 ;;DCFF7C4D-34FB-4144-A5F5-5EB9C1AFB0E8;;BE1D323D-29E4-4570-8618-5463896BE5D2
6AF42C29-A725-47AF-ABB3-773D152A6F37;;;Azufrera y Fertilizantes Pallares, S.A.U. (AFEPASA);Avenida Europa 1 - 7;;D6097058-BC59-4C50-81A0-02D561E267EC;;BEB87459-DB4C-4C85-84EB-BEF7C6E012EF
6B4FB349-C194-45B3-9621-8F0D7660A584;;;GABI-Biochemie Hüdersen, Rhodovi KG;Liemer Strasse 26 ;;95C92387-CEF5-4023-AC63-A237EB6E6401;;56CCE907-F002-4B0C-B948-98299B1FEA6E
6B5D3CE8-21D5-4226-A4FC-F64CC0186441;;;Mac Dermid Agri. Sol. Italy S.R.L.;Via Vigevano, 61 ;;F661ED21-351C-4A32-9374-9CE60F397804;;BE1D323D-29E4-4570-8618-5463896BE5D2
