NK_Codetable_Pest,NK_Codetable_Pest_additionalTextPrimaryKey,NK_Indication,NK_Pest,NK_PestParent,PestType
08BC4AD7-3DF2-4A65-A358-226AFED7B688,NULL,FE4D2694-8EF8-4DD3-8131-856DEDA9536C,55CECD03-1376-4D41-A127-22DCDDDF02D6,NULL,PEST_FULL_EFFECT
09C21F49-9C6A-4599-8561-A12B2A01A6FB,NULL,13BD57FC-744D-49AE-85CC-E07D6B9E7754,56DE6C3F-5277-4FB3-A431-7A9F4CECEE34,NULL,PEST_FULL_EFFECT
09C21F49-9C6A-4599-8561-A12B2A01A6FB,NULL,A5AE24D1-3035-430C-83C9-133D871D8CB9,56DE6C3F-5277-4FB3-A431-7A9F4CECEE34,NULL,PEST_FULL_EFFECT
09C21F49-9C6A-4599-8561-A12B2A01A6FB,NULL,B6E7312E-DB53-40EA-A4F2-93FC94F20BB3,56DE6C3F-5277-4FB3-A431-7A9F4CECEE34,NULL,PEST_FULL_EFFECT
09C21F49-9C6A-4599-8561-A12B2A01A6FB,NULL,DB6B5292-7141-4D14-88EF-2691E92FA35E,56DE6C3F-5277-4FB3-A431-7A9F4CECEE34,NULL,PEST_FULL_EFFECT
09C21F49-9C6A-4599-8561-A12B2A01A6FB,NULL,DC5F3A3B-52DE-44CB-9421-BDFF4C0F6859,56DE6C3F-5277-4FB3-A431-7A9F4CECEE34,NULL,PEST_FULL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,17289271-D906-4253-989B-0BC12FB56D8D,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_PARTIAL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,25BD6668-EC4F-4868-9ECE-CBA81EA7A534,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_FULL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,28D9A1D6-AD5B-42A6-AB61-87B9C0C0B895,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_PARTIAL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,29E263EB-CB47-4979-9AFE-D11870647D3B,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_FULL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,36C6FF38-67DD-47C1-920F-5B5920D4543A,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_FULL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,5B5BDF0A-B784-4D62-B765-37D3A058A551,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_FULL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,70A96847-19EA-46DC-9E88-5D8F287EB7EE,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_FULL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,7C1833F3-F62E-497C-80FB-DBB16C6DB3A8,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_PARTIAL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,809CD1F5-663E-4990-88F8-9FAF60FED2B5,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_FULL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,81E5D381-1DA9-4DF5-A832-3513BC81C71B,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_PARTIAL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,A4AF8F63-34DD-42E9-9DBD-F776AF68F2E8,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_FULL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,E3519212-8C5E-4599-8B8D-E7DB51C690FE,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_PARTIAL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,EA52D290-30F9-4CBF-9CA7-CFCCFAF9080B,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_FULL_EFFECT
09E2CB2C-376A-4285-B1A2-DAB8D3EC9D8E,NULL,F9A23A20-1BB7-40BC-8AB0-1F220F311EAC,219EA716-7756-4A0A-9ABF-867D5C11A31F,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,04AB2C15-1E0A-4B10-B819-C47F421205BB,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,0B908FE1-94C5-40B3-AE40-E26AD8B6CB86,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,0F413155-1E42-4A8E-832F-6C471F2F1CC7,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,26A02F37-C316-4FEE-A0CA-3B16D13E67E8,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,5FEB08AE-EB05-4752-85A0-54921783F77B,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,71C17F9F-3EB0-473F-B46C-ECDBEB102A7E,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,75E71E50-D2C2-4490-8504-CC92BAB0FCFA,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,7664441E-207F-4F3B-B94B-DFA0D0F031F4,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,78A1CC18-19DB-419C-A1D7-ACDF8FF40F77,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,85FF0F24-742E-46EA-B1AB-7D3698B1DC6C,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,89FA23C2-D93C-4F9F-B930-02CF169FE71D,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,92CF5DED-94D9-44DD-945F-46DE954B9A07,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,975D4740-75FA-40B1-8817-B3E5A3526FC9,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,9E92C631-BA4D-497B-B591-EF7FB768EAC3,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,A29710D5-3E4D-426B-B358-F12DA55EA8E4,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,C203DED7-C306-41E0-9B93-BC47AEA48A5C,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,CAE74D5D-D880-4483-80FC-998A69F5EB8B,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,E31C4966-AE3F-484C-ADE4-A6373B790CAC,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0A448C72-9BA3-4653-A5CF-4E4BA4DB1357,NULL,EE04D191-FB34-4F17-9144-C16162677BDF,49144D34-A9A1-42B6-834E-9BD47D153FAE,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,002259DF-077D-4CA5-BEF2-BC14B89625F4,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,03C447B7-B979-417C-956E-16F58B2D42CA,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,057022CB-7415-420E-AE22-6D8B0022389B,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,15A4A073-273A-433E-BB98-FE61FDCB68C1,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,17847804-66D6-4977-B7FC-688F585CFE67,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,1D7CD5E0-1560-43BF-9D25-DDA46C61B470,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,1EE047F9-89B4-42F1-8E5F-AAF4C25B468F,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,25C27F0E-85F7-465D-9EAE-B58CBD873813,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,2B2DB832-83F0-4C7E-8478-19FF5173CF44,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,3076EBE2-9477-4569-B348-FF40944262A4,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,31816783-A7D1-45BB-AC8A-983AA3DD0739,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,31D4E127-1EDB-49C1-8CBA-CEEFB736A108,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,38E44E90-1703-4917-A327-653048399C5E,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,442EE104-0E56-4736-A5E7-DFF89940BD73,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,455C2973-5BFE-4B0F-92C1-8C7859DBA4F9,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,488BEB25-A981-402A-B704-9F7D31C6200A,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,4D431F89-E5BE-4434-8447-513762FBBFF4,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,537F10ED-8CC3-4951-9D06-6113C51B3A5D,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,538BDCCF-A7E3-4EE8-A5FB-A0ED7549C107,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,54120DFE-31C1-4D78-A0DF-212DF9549C75,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,543E0878-2F32-45B3-BA8F-59101E9BF434,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,560D2045-CB5E-4AF7-B566-DDECEB7B8623,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,56872D17-BADD-4B38-A1A0-E1BDF00F21CC,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,56B885E5-62E2-492F-81D3-BEA9537858B1,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,570D7218-EB25-4202-B881-9049E9C9181C,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,617799BD-5F75-435C-9AE0-99D8907EF667,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,61C18A5B-B7A5-4233-BCDB-3EEE460581C0,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,6223DD18-A0E0-4572-A773-77F98E04A0AA,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,63B5762B-B955-455C-81A2-28152D01E0D9,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,6624FCB6-3711-4A45-8AAE-1B6F22FC17F9,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,6A324181-A3B4-4E3B-8B9A-5C65DCD2AA25,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,6F237826-BB38-48BB-ADF4-26CDCE6A36ED,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,74CF32F2-54CE-48EA-8240-D6D1E10DF938,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,7CB0B32B-5217-40DB-B4C7-7F49425CA4F6,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,8248882A-76E8-48C4-A022-7C5312EBDD63,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,825B8616-1C31-4C5E-8778-05A43F5F966C,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,867BB81F-7F40-4AD4-80FD-A0FA31E4F1E2,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,8D2A5E48-C90D-473D-B292-412757668753,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,9412C61B-C3FC-414A-B1F1-0C4C136FBA90,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,983EA165-1726-4668-970E-4A06B0F61756,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,A4DABADC-AF09-4F85-90F5-1E2E720977BB,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
0B3AFAC3-CBAB-4F6C-9A29-D86F52C327D2,NULL,A7A314A0-7F4F-472F-81D5-73D1FF8207AB,DFA9EB28-00B6-4062-A2EF-F9DC9C9F6467,NULL,PEST_FULL_EFFECT
F45DB8A4-6E89-4DF9-95EB-946E470A8F6F,NULL,EED2AF6B-8CBD-40A6-B636-F594431DBB4A,45BE4485-EA94-461A-9ADB-8EB1BFE3F5E0,NULL,PEST_FULL_EFFECT
F45DB8A4-6E89-4DF9-95EB-946E470A8F6F,NULL,F82989A7-829B-4D89-BDCC-20B039B22B0D,45BE4485-EA94-461A-9ADB-8EB1BFE3F5E0,NULL,PEST_FULL_EFFECT
F4766EEC-8640-47CF-9D3D-0003341F3C32,NULL,1D8583DF-BC7D-41DB-83CE-0EB80BF1952F,21ADC298-A16D-41C0-B651-10B16333160B,NULL,PEST_FULL_EFFECT
F4766EEC-8640-47CF-9D3D-0003341F3C32,NULL,6A288E9B-2ED8-4C80-9E10-1D224B0015C9,21ADC298-A16D-41C0-B651-10B16333160B,NULL,PEST_FULL_EFFECT
F4766EEC-8640-47CF-9D3D-0003341F3C32,NULL,70C965A4-3273-4AFF-9143-1629E5F73517,21ADC298-A16D-41C0-B651-10B16333160B,NULL,PEST_FULL_EFFECT
F4766EEC-8640-47CF-9D3D-0003341F3C32,NULL,78910F3A-2594-4274-9A4E-58D8C4B5B4BA,21ADC298-A16D-41C0-B651-10B16333160B,NULL,PEST_FULL_EFFECT
F4766EEC-8640-47CF-9D3D-0003341F3C32,NULL,8244822A-188B-4222-A877-369D2BC41DB6,21ADC298-A16D-41C0-B651-10B16333160B,NULL,PEST_FULL_EFFECT
F4766EEC-8640-47CF-9D3D-0003341F3C32,NULL,8DC8C377-1B68-4BAB-8667-9FB27B86BB7A,21ADC298-A16D-41C0-B651-10B16333160B,NULL,PEST_FULL_EFFECT
F4766EEC-8640-47CF-9D3D-0003341F3C32,NULL,9AFE8AEA-D96C-425C-9FE7-DE94904B89A3,21ADC298-A16D-41C0-B651-10B16333160B,NULL,PEST_FULL_EFFECT
F4766EEC-8640-47CF-9D3D-0003341F3C32,NULL,AC936C68-14AB-46B2-9BFB-45219D4D0CD3,21ADC298-A16D-41C0-B651-10B16333160B,NULL,PEST_FULL_EFFECT
F4766EEC-8640-47CF-9D3D-0003341F3C32,NULL,F872B997-6993-40FA-B97E-71FBB3F65D85,21ADC298-A16D-41C0-B651-10B16333160B,NULL,PEST_FULL_EFFECT
F4766EEC-8640-47CF-9D3D-0003341F3C32,NULL,FE8385A6-33D4-4AF0-BEC5-3916F75702C5,21ADC298-A16D-41C0-B651-10B16333160B,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,04CCD611-EFF6-4A12-9B0C-FF7172323097,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,18F0A2D9-90A9-4688-AB04-B2ABDCDD6F85,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,1B22FA0D-3E07-406B-83D8-76E3C5341B3C,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,244A1983-BE5B-4E8A-9105-5C8C0EAC8F62,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,2C9ECA68-F9F9-4654-942D-A75EB9B9D0B8,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,2D10D5E6-4329-4A95-9FF0-9F7B244FC42D,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,2EC59BBB-8B69-41C5-94F3-CCA2985D3F0C,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,361CFD88-DA36-41B1-B4F3-A4BDD48BAE9D,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,3CB80FD8-D120-45DE-ACA4-4CF176231CBB,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,3E6C4304-2EAC-4B5F-841D-169F27149B20,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,45FCC633-9EE4-474E-AA59-DCEAC040D344,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,54A3FDE9-093F-41A4-B3E8-45FDDA036C24,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,69891481-A056-48CF-9D45-3BE5CD430E2C,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,794C903E-F8BC-4DDA-937C-09C9664070F4,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,7CBAAD6D-3B52-4BDC-A92A-9F28CFCF5A82,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,7F37D03A-DA8B-4BAD-9FC3-9F41ACED04C6,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,88D274E6-6106-407A-A3D2-1501EA09E7AC,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,96ABDD14-5FC0-45AC-BEB4-605C07B82D9B,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,96BF4CC2-6AA9-4BEA-B4A2-DA78C5BCB738,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,989E98DF-A636-4F1F-ABB5-172D146B47F0,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,A9EFACA0-F672-403F-B910-F1F36818646B,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,BFA4F6D3-49D8-4303-8D84-CD2D9E8A3C00,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,C4788A3D-8754-4AA9-87A0-77C8F0589AD3,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,CB906D0F-106E-41E5-9ADE-9C62FC59C68D,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,CC48DD64-F0E5-4C3E-B7D3-878A2613155C,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,CE986EA4-364D-446A-9D5C-F5E51FD34815,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,DFFF5F7B-2234-4BE0-A285-9A72721E92EC,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,E082D723-24D8-460B-A9C9-61E90B657604,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,E1D6DE77-2D2E-41A1-8B04-89427F15B1AD,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,E2FE409A-BADA-44C5-820D-56358DECAC9B,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,F5A0DE0C-FB40-4BE4-8127-7D6CCBF02779,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_PARTIAL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,F8BC3C36-6446-4C0F-945A-946619E6DD4C,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F59D730E-7CB6-4A95-BFD6-DAFBEDAFF782,NULL,FCFC053B-B454-45BA-ACB3-213252A7F503,33152A08-B9B1-46FD-ACC8-1F068CF3431A,NULL,PEST_FULL_EFFECT
F62D2189-7042-44E5-A782-96B075090C69,NULL,00BAE1ED-8266-40F2-8ADF-AC4387BD7CA5,D1163991-1D06-4FFF-9FCC-89E56D782F03,NULL,PEST_FULL_EFFECT
