"NK_PermissionHolder","FAX","AdditionalInformation","NAME","STREET","PostOfficeBox","NK_CodetableCity","Phone","NK_CodetableCountry"
"8B221BF0-61A1-4185-8241-CCED3F01885D","","","Kanesho Soil Treatment SPRL/BVBA","Avenue de Tervueren 270 ","","8E9C4CE5-8FE4-4A70-9FCD-0D4276838F4B","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"8B909492-2AEA-4953-AAAE-E41A449C43B1","","","Belchim Crop Protection","Technologielann 7 ","","1C4877F6-6417-4F68-A305-46C2ACBCFCCA","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"8C1C1E63-E78F-4F1D-8596-4277124B8433","","","LKC Switzerland Ltd.","Hauptstrasse 10","167","DCAFA33B-C819-441B-8BB2-1760FB2DF3FB","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"8C510474-3722-4678-96A2-3FB596B22E11","","","Corteva Agriscience Italia s.r.l","Strada Statale 11, Km 190.2","","272F4A56-0704-43BD-80F7-D6E8A5EADBBB","+39 363 320 474","BE1D323D-29E4-4570-8618-5463896BE5D2"
"8CEA4B4D-37D7-442B-A6A4-1981A1EDD3E4","","","Syngenta Crop Protection N.V.","Humaniteitslaan 65 ","","558EB546-DBD9-476F-8385-277D24EE4B6B","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"8E7BB126-CB95-418E-A645-0FCBA6F6CD92","","","Scam S.P.A.","Via Bellaria 164 ","","A2EB8E95-11A3-4FCB-A862-D453BB269B95","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"908B88F5-3C81-4EAF-9A18-29F9EA09E161","","","Ascenza Italia S.r.l.","Via Varese 25/G ","","E046DF49-7B88-4684-A17E-A525847BBE80","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"90FF2D1F-B94F-4DEF-AE94-8D1ECA1F228E","","","Nufarm Suisse Sàrl","Chemin du Canal 5","","FF4BAE53-9B35-4B12-9739-874986B45F69"," +43 732 6918 2773","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"91065517-1D9D-4005-A2CF-835870A34EE6","","","Diachem SPA","Via Tonale 15 ","","540A640E-E0DB-4A6D-BF88-C7780812355D","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"923F81EF-F04F-46B5-B9A1-C474B82EA339","","","Sumitomo Chemical Italia","Via Caldera 21 ","","333F2E34-4C59-49A1-972B-11220A9AA84B","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"9283EC6A-3490-4CE1-B2D6-6BC8735E5081","","","UFA-Samen PROFI GRÜN","In der Euelwies 34 ","","64C05C3D-A63E-4A97-92E7-BBD0851F4500","0041 58 433 76 76 ","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"94B73960-84D0-4A2A-A974-C5AFDA828910","","","SAN Agrow Holding GmbH"," Industriestrasse 20, 21","","D5041BB6-3EBA-4FB6-81FA-1E013D148BD1","+43 2782 8330 0 ","29738AA2-5393-438D-BE07-9D6B56D2ACCF"
"9A79A49D-B193-4B12-AC36-E2CD59498C18","","","Arysta Lifescience","Route d'Artix ","","95D35B6F-7510-43E5-A1F8-6CB1B483AFD9","","C3FFE09F-F38F-42B3-8601-CE60DB2A37F5"
"9B3D97EE-DBF8-4DBD-AE4E-E23726022A85","","","Medol","Pra Pury  7d","","4C2E1525-96B4-488E-8426-DF1F22135C3B","079 758 09 37 ","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"9D2B4634-14EF-4019-9CE8-9AC770D50107","","","Bayer CropScience Deutschland GmbH","Elisabeth-Selbert-Straße 4a  ","","B3B0B8BE-010C-4D92-89F3-7500CC9AB143","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"9DBBD9B1-1DD2-4F78-8B9C-2457BF5E3002","","","FMC Europe NV","Boulevard de la Plaine 9/3 ","","15226068-5D18-4216-B725-EE459E6B3A1E","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"A0B6DF01-8500-4DD1-9B85-ED49C3A2DAF2","","","GNS Consult AG","Konstanzerstrasse 19","","F7FC24D9-7BC9-4844-974C-7D7983C9854E","071 670 12 30  - direct call 076 516 12 30 ","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"A11A28AD-82EF-46E4-8C23-94940CCD7C0B","","","Bio-Agrar-Counsel GmbH","Rosenstrasse 28","","2BFD26B9-7955-4E7A-8344-37242B5261D9","034 413 33 30","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"A128E9C6-FBC1-4649-8E3C-92073B82925B","","","COMPO Jardin AG","Hegenheimermattweg 65","","763D5754-09C9-4191-8BF9-116087AEEB96","061 486 20 23   - mobile 079 681 45 57 ","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"A17A3AEF-3D87-4C0A-BBF2-18B2A15EF35D","","","Insektol AG Pest Control","Ueberlandstrasse 341","","971F2D05-1BB5-4077-83D4-F4532FC71BFB","+41 44 322 20 20 ","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"A3C71144-113D-44C0-BEEA-E253F4C5D07B","","","Dr. Knoell Consult Schweiz GmbH","Riehenstrasse 43","","F4725232-AB31-4D70-B064-B39F5E0AC962","061 695 86 50    Mobile 078 625 63 40 ","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"A4189C47-C19D-49A6-B8E3-FE3DFFA74C4E","","","Isagro S.p.A.","Via Caldera, 21 ","","E36B9035-20BA-4405-AD91-8D402E1301E2","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"A41EF4FF-34EB-47DC-A947-1B61E608040C","","","Kreglinger International AG","Picassoplatz 8","","F22A69EB-FB68-46A3-9C75-EEB59CBD92E9","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"A652AC69-2536-4145-9953-7E1697A5EB3E","","","agrostulln GmbH","Werksweg 2 ","","981CF5B8-9C87-46E9-B887-C8A4ED73AEA2","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"A9064CE9-590A-4B3F-BFBC-91C3635C7A61","","","FytoFend S.A.","Rue Georges Legrand 6 ","","DE611120-5108-4056-9BD3-BBB80959F555","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"A974C03D-B91C-4DCE-AF78-36543C373421","","","Schneider Formulations Consulting","Moosackerweg 28","","A7CBAD4A-DA4D-4EB0-805A-3B689D0FF573","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"AB4F1B29-7847-44A9-B3CB-63B92BD3714F","","","Läubli Feuerwerk AG","Mosenstrasse 32","","12A5E6BE-26E9-4CAD-B218-137B8858FA4C","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"AD442666-06A8-4132-83F5-AEDF33E0651D","","","Phoenix-Del S.R.L.","Via Venezia, 9/A ","30131","FEF84D24-17BE-46ED-AD73-A905FEF7FAFB","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"AD86CDB1-A62D-475D-AC19-573CBF96FC3A","","","BASF SE","Carl-Bosch Strasse 38","","D0137AB4-0A25-46AC-97E7-8949719397CC","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"AE54F4BD-2E4E-4E84-8792-5CE016E3DFF2","","","Sharda Cropchem Ltd.","Dashrathlal Joshi Road, Vile Parle (West) ","","FDAA4A2C-9547-4194-9019-BA8DDE26C985","","CDA1F206-EDB0-40D2-8FF6-15B29EAD6C7F"
"AF74BCEA-AA42-4DAD-A01F-C925C3B4E66F","","","Nisso Chemical Europe GmbH","Berliner Allee 42 ","","5FF9525E-3934-4DA9-8C52-575C887B826A","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"B0523241-7DFF-4CC9-847D-E018F2E6C817","","","Mitsui Agriscience Int.","Boulevard de la Woluwe 60 ","","63A06B4C-F976-4B46-89AE-FFCD718E398F","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"B204A61C-BB26-45CD-BBC8-F1F620B3A79D","","","Life Scientific Ltd","Nova UCD Belfield Innovation Park , UCD Belfield ","","24C6315D-A194-4F70-85F0-68BFDBE521F3","","2E460BBE-6A62-40A2-8C1F-F7A7145A42C2"
"B439C393-763A-4189-A56C-B45BB99ECFF5","","","Oleon NV","Assenedestraat 2 ","","B78A4CA4-4EF5-4FF4-B5E0-80106729326C","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"B4605D54-048B-47BD-A35D-AA4E4CC0A85A","","","Agro-Stulln GmbH","Werksweg 2 ","","7F5FD4EC-08C1-4F30-80F1-CB4839CCC153","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"BC23BDE7-8072-4E28-829E-1F4638679AC8","","","CBC (Europe) Ltd","Via E.Majorana  2 ","","76E23C1A-E78C-4629-8546-505348F921DC","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"BC7EE08B-7582-439B-B051-04560BE10614","","","ADAMA Agriculture Swiss AG","Spitalstrasse 5","","55BB686D-25DE-42D8-A780-793342D2222E","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"BCCB1CD4-6BE3-4459-B42C-737AA7F494B4","","","Arysta LifeScience Ougrée Production sprl","Rue de Renory, 26/2 ","","EB91F17A-9CDC-4B20-9BD8-6CEAFC80504E","0032 4 385 97 11","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"BD960585-B8EC-495F-B075-FCDC6E99BC22","","","Corteva Agriscience International Sàrl","Route de Suisse 160","","833685B3-B97B-4B2F-B9C7-F8F775D44710","+41 22 717 5868","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"BD9E43F3-0F8C-4B9F-9541-76AD027341F7","","","Agrifutur Srl, Alfaniello","Via Greina 3","","BD6E6C9E-C1A5-4B8C-A6F6-85509458807A","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"C1E541C9-A0C5-472E-A189-B73B35C1840C","","","Albaugh TKI d.o.o.","Grajski trg  21","","AC640A97-7CCF-4205-BBE3-9B8D8A2362AA","","70D1C2D0-F04E-47F3-9969-6F8D8B82FF2C"
"C254059E-C98D-4551-AFD9-AA7A90FA6BC1","","","Bayer S.p.A.","Viale Certosa 126-130 ","","915F354B-A91D-44C8-8375-150A821A01BF","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"C5D84390-95B5-4C1C-83DF-5A768935B07B","","","W. Neudorff GmbH KG","Otto-Brenner-Str. 13-15 ","","302D69B3-5AD7-404A-B510-B08459F48368","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"C6E0547B-AA8D-469C-A459-F5770F34C3BE","","","Cemag Handels AG","Fellstrasse 1","","81BED59C-CAD0-4B15-B302-D1005AAAFB75","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"C6FB5DD9-B9BE-45AD-9564-CA168F286AE2","","","BASF AG"," ","PF 120","0F92FC88-242C-4E31-A65C-E5C93E21E666","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"C728938F-0E92-43A7-8CC0-8A00F32E7D1C","","","Bayer CropScience GmbH"," ","","84626811-0C47-493B-A297-5820B49C2F08","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"C79DB47D-90A4-4B4D-8337-0677B64FAD81","","","FMC AGRO ITALIA S.R.L.","Via F.lli Bronzetti ","32/28","0816739E-97E6-43CA-A673-4326F450A92E","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"C93D8141-F1E7-4EF5-BA5C-4AA99B00D39F","","","Danstar Ferment AG","Poststrasse 30","","7BC74FF1-3401-4E37-B1AE-9E0391BEB8E1","+358 (0)50 543 5547","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"CB0F961F-AEC2-4327-94E5-07ACBFFA38AF","","","Blaser Swisslube AG","Winterseistrasse 22","","1E3D2663-3643-49E7-B740-09C59BA1B8BE","034 460 03 05 ","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"CB4021B4-9461-4E27-B531-62DAA0F144A1","","","Agrimotion Deutschland Gmbh","Carl-Diem-Str. 3 ","","A052E139-CE3B-43CD-951E-F5CB6B89BA50","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"CB54DDAA-9233-476F-A0D7-E9B29B9BC755","","","industrias químicas del vallés, s.a.","Av. de Rafael Casanova, 81 Molle del Valles ","","D197ED59-9257-47D9-896C-1E7BC5F463BD","","BEB87459-DB4C-4C85-84EB-BEF7C6E012EF"
"CD1520D1-4C7E-4134-A4DF-F7BABB1F1D5A","","","Racroc AG","Industrie Birren 30","","5E89D53F-7663-4B3A-8787-D221E7809298","062 893 28 83","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"CD1FD0B8-90D8-4032-8262-35F0CC309AD0","","","BASF Aktiengesellschaft","Carl Bosch Strasse 38 ","","EE8C4788-7C7C-41FA-B777-99E5B28B380A","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"CD93C7F8-43B9-4EE9-B319-5277F2A417A3","","","Agro Trade GMBH","Bärweiler Strasse 55 ","","7366BD3C-6752-41DD-B371-5243AB553C6D","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"CEB15E83-7A70-4DF6-818E-E3FCAC9D976A","","","UPL Benelux B.V.","Claudius Prinsenlaan 144 a, ","","ABCAFC74-3660-4D2D-8D90-C8401C695618","","51F6122D-47EC-4051-97CC-01D7CF8E4758"
"CFF74E94-F3AA-43B8-83DA-2DEB1C8133EE","","","AGFS Switzerland GmbH","Bahnhofstrasse 70","","E8045F60-46C0-4253-9865-C2F5CF5BF916","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"D26053B1-F057-46F5-A39E-30F23FF26024","","","Barclay Chemical Ltd.","Tyrellstown Way, Damastown industrial Park, Mulhuddart ","","0E5879CA-A5CF-4BEE-8896-656E716FBBBE","","2D1A1C1B-2F41-4A9B-90CA-ED5AFEF79821"
"D28B0161-74CE-40DB-8251-E0273FF90F80","","","Industrias Afrasa S.A","Pol. Ind. Fuente del Jarro, Ciudad de Sevilla, 53 ","","FCADF922-A28C-48BD-AFC4-6E055215BBA2","","BEB87459-DB4C-4C85-84EB-BEF7C6E012EF"
"D37FB52F-E8FD-482E-8609-254207226089","","","BASF Schweiz AG","Klybeckstrasse 161","","09740CC6-07DA-4944-B019-8077A865CA8B","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"D38ACFCB-C55E-4D41-8D9C-B8299BA92D7D","","","Sofbey SA","Via San Martino    16 a","","4BBCDE56-225C-4FD9-B521-90A134E48047","091 223 10 90","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"D52843E7-E938-485C-82AF-2E10C2DDE796","","","Eurofyto","Industrielaan 6 B ","","20A90BF7-FBB5-46F6-928A-949E9363E900","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"D6097D20-A99D-4999-829B-63AF6340D81D","","","DU PONT DE NEMOURS (FRANCE) S.A.","137, Rue de l'université ","","F58B8662-8A19-4986-B16D-0F2A21196E7C","","C3FFE09F-F38F-42B3-8601-CE60DB2A37F5"
"D6D16C61-DC28-412C-95EF-255287481281","","","Valent Biosciences","PARC D'AFFAIRES DE CRECY 2, RUE CLAUDE CHAPPE ","","B6D3691C-651A-48B6-BA9D-1265F3FF7AE2","","C3FFE09F-F38F-42B3-8601-CE60DB2A37F5"
"D7EDD8E3-AA53-4E77-AA50-F3BB3DD6C128","","","fenaco Genossenschaft - AGROLINE","Erlachstrasse 5","","BD9907D7-574E-4103-BB7C-055A6EA8D1F2","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"D8E43CCB-56FB-4FDC-A8D4-8249931D0271","","","Koppert Deutschland GmbH","Gewerbestrasse 12","","BE5935D4-5DA5-4313-B1A6-38B4D97BA6D1","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"DA44DD9C-E16D-494A-955B-ACC5370BD0A3","","","Kregliner Europe nv","Grote Mark ","7","F02D377D-B7F2-4B3D-B813-1C86DD591B0F","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"DA548FE9-0512-425C-B910-EF7CD997758A","","","Agrocare Chemicals KFT ","Patak setany 140, 2090 Remeteszolos, HU ","140","0F1D8DD4-CAB5-49A9-8BE7-A5D18875DAD4","","95635AEB-5EBB-4948-9595-6894B4AC0773"
"DB6D28FB-F4B4-4E3B-9FB0-025A410D38D1","","","Ascenza Agro S.A.","Avnida do Rio Tejo, Herdade das Praias ","","8F6E5DF5-86FA-49B4-A9EE-166276906D09","","E815A08E-A569-4408-9C31-20A1702B0FDA"
"DCE9B84C-BFF6-40E0-8DED-B0FDAF578D82","","","Amreco AG","Postfach 109 ","","AA83B908-6C63-4953-803B-4B0F7786E5C9","032 621 69 70","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"DF50D39B-AB4F-44A0-8443-3047A3E658BE","","","Bayer SAS","16, rue Jean-Marie Leclair - CS 90106 ","","275EC287-0D63-403B-8EBC-D7CF85272377","","C3FFE09F-F38F-42B3-8601-CE60DB2A37F5"
"E2B788E9-F3EE-4E72-96FA-BE608B2AB14E","","","Corteva Agriscience France S.A.S","Rue de Wittelsheim 82","B.P. 90149","604B2785-0A52-4D67-8C65-3DE4909706E3","","C3FFE09F-F38F-42B3-8601-CE60DB2A37F5"
"E99A9FEC-68DF-4311-85C9-0B3CA1FF72FE","","","Bayer (Schweiz) AG","Peter-Merian-Strasse 84","","CC8B2132-F96B-4042-B3DA-7A2A25B515C9","031 869 16 66","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"E9B180EA-0041-4A07-A2D6-3D7649501FF0","","","I.B.G. S.R.L.","Via B. Bosco 57/3 ","16121","4538CBF6-E701-4BD4-98B9-C811DC08A284","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"EAF6DF7B-6DD2-4329-B830-0A6995C8C832","","","Cosaco GmbH","Singapurstrasse 1 ","","5F6D3365-2A21-4F71-9485-65DA68B0DBFF","+49 40 2365 20 ","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"ED249B21-3380-4D8E-A112-2054AF44416B","","","Proplan Plant Protection Company S.L.","Valle del Roncal 12-1 Pl Oficina N. 7 ","","80A92C29-BE22-4312-B599-FBA1EC6C94B8","","BEB87459-DB4C-4C85-84EB-BEF7C6E012EF"
"EE919F6B-0749-405A-8F34-5BCDA3AC4A70","","","JT Agro Ltd","1 Bell Street, Maidenhead ","","F6FA8D37-7FE9-4497-BFCF-F14E51636A6D","","A0D7E6EA-CB57-4E37-8FAD-2FCF26F69804"
"EF9276CE-1A8D-4E3F-A200-E88F2616B7AB","","","Westland Schweiz GmbH ","Rudolf-Maag-Strasse  5","","F0D0C655-191C-4C26-A49D-8B418BABF609","079 557 99 44 ","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"F01EC623-86A5-42D3-979A-6EFA1DB0DC50","","","Linde Gas Schweiz AG ","Industriepark 10","","5CDBCC3F-FB83-4459-A40C-EA71105BE77E","058 748 17 62  mobile 079 322 32 01 ","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"F05FD7E3-EA3C-46CE-A537-B40375F273AA","","","Andermatt Biocontrol Suisse AG","Stahlermatten 6","","5ED5B7CB-70CC-41BB-865D-5DF19CC490B5","062 917 50 05","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"F266967B-5237-47FD-951C-9BC47F899F44","","","Cheminova Agro A/S"," ","P.O. Box 9","7EC06D7C-3D04-424A-9D0A-045B1BC15A11","0045 96 90 96 90","02A7B748-C3DE-440D-823E-5303232DB2DA"
"F3148B35-3C53-4CC8-9A3B-972242D3ADA0","","","Fine Agrochemicals Limited","3, The Bull Ring ","WR 2 5AA","32297A43-CBA3-4946-90E8-FF2C6EB249FC","","DAC731AC-BB70-4164-B500-83559938B481"
"F3398B14-FE79-4C9A-BCC4-4DE9889E0FDC","","","IFR Associés SA","Rue du Mont-Blanc 9","1468","B60D0C62-FE74-419C-A0DE-094ACFB2F9E8","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"F3A61069-695E-4FB3-A528-AC2E354DD1D8","","","Seydoux Grains Sàrl","Le Ferrajoz 4","","3B6DE63C-18D5-4307-A993-C5456ED54218","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"F3FE8D14-435C-4F8B-B9CF-42B336FA43E1","","","ICL Italia Treviso srl","Via Monterumici 8 ","","034FA396-3E62-4F0E-A67C-D84904DC11A4","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"F42A9003-20F5-4B57-B02E-599F42EC7C89","","","BASF SE","Speyerer Straße 2 ","67117","483277E1-CDE5-4FC4-A1F2-928CB0A2B973","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"F4A4E0D8-6DC2-4EDD-B90A-C1280B700D01","","","Tilco-Alginure GmbH","Holländerkoppel 1a ","","FE8338CE-80C1-4468-B184-B1B257B74BB0","","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"F4CF215F-2BBA-412B-BC41-21DBF3C6081E","","","FMC France","bis quai Perrache ","11","BBF1A97F-5D0C-49CB-B483-5CE971858E94","","C3FFE09F-F38F-42B3-8601-CE60DB2A37F5"
"F55993FC-4748-4645-8ECA-7DF7F9A13783","","","Syngenta Italia S.P.A.","Via Gallarate, 139 ","","A47E38FB-58B9-45FC-8B35-6633C07B72E3","","BE1D323D-29E4-4570-8618-5463896BE5D2"
"F5ED6854-80CA-411E-AC62-FE31C7179337","","","Bayer CropScience S.A.","14-20 Rue Pierre Baizet ","","6FCE7F18-9522-45D6-BAB4-C19F72403B54","","C3FFE09F-F38F-42B3-8601-CE60DB2A37F5"
"F9CB71B1-821C-484A-848F-C7B838C9E9EB","","","Adama France SAS","33 Rue de Verdun ","","FE05A2F7-16C6-48D7-A607-96AB2AF345BE","","C3FFE09F-F38F-42B3-8601-CE60DB2A37F5"
"FB53BB8E-8838-4BB2-ACF0-65B5523F31B4","","","Bayer CropScience AG"," ","","753882CB-233C-4020-8631-1EF3ECFA49A8","0049 69 305 3763","56CCE907-F002-4B0C-B948-98299B1FEA6E"
"FB8A3370-44B1-4FD3-B24F-49F362C77A83","","","FMC Agricultural Solutions A/S","Thyboronvej 78 ","","41C49172-0DC8-4D9D-ADC9-1499A884E958","","02A7B748-C3DE-440D-823E-5303232DB2DA"
"FC969989-9163-408B-90EE-811D1ACA088C","","","Sharda Europe b.v.b.a.","Heedstraat 58 ","","10642F81-5DED-4D34-8DC9-776BBFE8E7F0","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
"FE30ADE9-FC5C-4C46-B4C7-0B583C7569DA","","","SBM Life Science SA","Rue des Pilettes 3","","BCB1E4AD-8F6F-4F8E-8514-4050D546F8BA","","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"FF21DE18-8617-453D-B405-444FF3251247","","","Amstutz-Produkte AG","Luzernstrasse 11 ","","8FED4B93-C17D-412A-9728-BFAAC065137B","041 448 14 41","6698DCFD-D86E-4098-A5A4-DA5B71062093"
"FF482DC0-DAC1-48A8-8B42-4120C4BDA2E6","","","Tessenderlo Groupe","rue du Trone 130 ","","5CE27CCD-6C46-440F-B7C1-2396604387F8","","9E495CC6-2D2C-4E76-B183-8D98611AEBA4"
